video_id,video_url,domain,subdomain,type,question,option_a,option_b,option_c,option_d,correct_answer
YzvTfpTdgAI,https://www.youtube.com/watch?v=YzvTfpTdgAI,Business,marketing,Counterfactual Thinking,"If a company does not offer a 10% discount for purchases the next year, which alternative strategy might they use to encourage sales according to the video?",Increasing the price of their products during the festive season,Giving a special hamper to customers who enroll during a set time period,Offering a lottery entry for all past purchases,Providing free shipping on all orders,b
YzvTfpTdgAI,https://www.youtube.com/watch?v=YzvTfpTdgAI,Business,marketing,Future Prediction,What might be a likely outcome if a business offers a year-long 10% discount for purchases to customers buying during the festive season?,Customers might wait until the next festive season to make purchases.,Customers could be encouraged to make more purchases throughout the next year.,The business will see a significant decrease in customers after the festive season.,Sales volume will decrease during the festive season.,b
YzvTfpTdgAI,https://www.youtube.com/watch?v=YzvTfpTdgAI,Business,marketing,Domain Expertise,"In the context of the video, what is considered a ""special year-long bonus or perk""?",A special lottery entry,Extra features on a product,A year-long 10% discount for future purchases,A free consultation session,c
5DqCAtywjm8,https://www.youtube.com/watch?v=5DqCAtywjm8,Business,Economics,Explanation,What is the primary concern the video addresses regarding businesses?,The importance of customer service,Challenges in sustaining and developing a business,The impact of global markets on local businesses,The importance of having a unique business idea,b
5DqCAtywjm8,https://www.youtube.com/watch?v=5DqCAtywjm8,Business,Economics,Counterfactual Thinking,"If a business owner knows how to start a business but lacks knowledge in development and sustainability, what might happen?",The business will definitely succeed,The business could face challenges in long-term growth,The business would contribute significantly to society,The business would stay the same throughout its operation,b
5DqCAtywjm8,https://www.youtube.com/watch?v=5DqCAtywjm8,Business,Economics,Future Prediction,"According to the video, what is necessary for a business to be able to scale up and contribute to society in the future?",A large initial investment,A strong marketing campaign,A sustainable growth strategy,A focus on short-term profits,c
5DqCAtywjm8,https://www.youtube.com/watch?v=5DqCAtywjm8,Business,Economics,Domain Expertise,Which discipline does the video suggest one should look into to find the secret of sustainable growth strategy?,Business economics,Social psychology,Human resources management,Environmental science,a
e5L3XgLPtZQ,https://www.youtube.com/watch?v=e5L3XgLPtZQ,Business,Economics,Explanation,What is the core reason entrepreneurs should be familiar with economics according to the video?,To predict and participate in market trends,To write a comprehensive business plan,To ensure legal compliance,To facilitate international accounting standards,a
e5L3XgLPtZQ,https://www.youtube.com/watch?v=e5L3XgLPtZQ,Business,Economics,Counterfactual Thinking,"If an entrepreneur does not update their business plan during an economic crisis, what is the most likely counterfactual outcome suggested by the content of the video?",The business will continue to operate without any changes.,The entrepreneur may miss out on navigating through financial challenges effectively.,The business strategy will automatically adjust to the crisis.,The gross domestic product will remain unaffected.,b
e5L3XgLPtZQ,https://www.youtube.com/watch?v=e5L3XgLPtZQ,Business,Economics,Future Prediction,"Based on the video, what can be predicted about the actions of governments, banks, and companies in response to the condition of the gross domestic product?",They will typically ignore the gross domestic product indicators.,They will act based on the trends indicated for the next accounting year.,They will focus solely on international accounting standards.,They will reduce their focus on economic trends.,b
e5L3XgLPtZQ,https://www.youtube.com/watch?v=e5L3XgLPtZQ,Business,Economics,Domain Expertise,Which of the following topics is NOT mentioned in the video as necessary knowledge for managing a business effectively?,Advanced management controls,Power of budgeting in business management,Sophisticated marketing techniques,Company law,c
keQpx8VvkBc,https://www.youtube.com/watch?v=keQpx8VvkBc,Business,Economics,Explanation,What is the central concern regarding household finances discussed in the video?,The impact of the stock market on savings,The ability of households to survive under significant debt,The increase in home loan interest rates,The strategies for saving money effectively,b
keQpx8VvkBc,https://www.youtube.com/watch?v=keQpx8VvkBc,Business,Economics,Counterfactual Thinking,"If the money had not stopped and the lending did not slow down in 2008, which condition might not have occurred according to the video?",High inflation rates,A spike in unemployment rate over 10%,Increase in household debts,Rate cuts by financial authorities,b
keQpx8VvkBc,https://www.youtube.com/watch?v=keQpx8VvkBc,Business,Economics,Future Prediction,"Based on the video, what is being forecasted regarding inflation?",It will decrease significantly in the near future.,It will remain constant at the current rate.,It will continue to rise due to certain monetary policies.,The exact inflation trend cannot be predicted.,c
keQpx8VvkBc,https://www.youtube.com/watch?v=keQpx8VvkBc,Business,Economics,Domain Expertise,What is indicated by the discussion of potential rate cuts despite higher-than-expected inflation numbers?,An understanding that inflation is under control,A move towards more conservative lending practices,A preparation for an economic crisis similar to that in 2008,The likelihood of a continued expansionary monetary policy stance,d
Ojuan9I2P8s,https://www.youtube.com/watch?v=Ojuan9I2P8s,Business,investment,Explanation,Why did the European founder decide to move to Gandhi Nagar in Gujarat instead of a Tier-1 city?,Because it's the capital of Gujarat,Because he prefers cities with a better redemption of gameplay,Because Tier-2 cities offer more business opportunities,Because a company in India does not have to be owned by an Indian,b
Ojuan9I2P8s,https://www.youtube.com/watch?v=Ojuan9I2P8s,Business,investment,Counterfactual Thinking,"If the founder had the opportunity to start a company in China without the necessity of a Chinese partner, what could have been a potential outcome?",The founder would start the company in China instead of India,The founder would divide his investments between China and India,The founder would still prefer India due to its market,The founder would start companies in both countries but focus more on China,a
Ojuan9I2P8s,https://www.youtube.com/watch?v=Ojuan9I2P8s,Business,investment,Future Prediction,"Given the founder's opinion on investment and country preference, where is he most likely to invest in the future if given a choice?",Only in India,In China as a first preference,Dividing investments equally between China and India,In India first and then other Tier Two cities globally,a
Ojuan9I2P8s,https://www.youtube.com/watch?v=Ojuan9I2P8s,Business,investment,Domain Expertise,What is the main reason for the founder's preference for investing in Tier Two cities rather than Tier One cities?,Cultural similarities with Europe,Less competition and market saturation,Better infrastructure and resources,Easier business regulations and ownership laws,b
UTs8R760DWw,https://www.youtube.com/watch?v=UTs8R760DWw,Business,investment,Explanation,"Which of the following items is likely the central theme of the video, based on the textual information provided in the images?",Culinary recipes,Investment strategy,Fashion tips,Travel guide,b
UTs8R760DWw,https://www.youtube.com/watch?v=UTs8R760DWw,Business,investment,Counterfactual Thinking,"If the person in the video chose not to draw or write on the paper, which of the following could have been an alternative way to present the information?",A verbal explanation without visual aids,Using a whiteboard and marker,Performing a skit or role-play,Displaying printed posters or charts,a
UTs8R760DWw,https://www.youtube.com/watch?v=UTs8R760DWw,Business,investment,Future Prediction,What might be a possible subsequent action taken by the person in the video after drawing on the paper?,Proceeding to enact a scene related to shopping,Starting a lecture on healthy eating,Discussing the intricacies of drawing techniques,Introducing a new character into the video,a
UTs8R760DWw,https://www.youtube.com/watch?v=UTs8R760DWw,Business,investment,Domain Expertise,"Considering the details in the images, what is a probable focus area that the term ""Investment Strategy"" relates to?",Financial planning and asset management,Real estate and property acquisition,Portfolio diversification in stock market,Strategies for shopping and negotiation,a
0zQmSIstt6o,https://www.youtube.com/watch?v=0zQmSIstt6o,Business,investment,Counterfactual Thinking,"If the initial cost of an investment had included unexpected maintenance expenses, how could this have affected the ROI calculation?",The ROI would increase due to the higher final value.,Including maintenance costs would have no impact on the ROI.,The ROI would decrease due to the elevated initial investment cost.,The maintenance expenses would need to be calculated separately from ROI.,c
0zQmSIstt6o,https://www.youtube.com/watch?v=0zQmSIstt6o,Business,investment,Future Prediction,How might the ROI calculator in Excel change if the method of calculating investment gains evolves over time?,The formula would remain unchanged as ROI is a fixed calculation.,The calculator may require additional columns to account for new variables.,Excel will no longer support financial calculations.,"The user interface of Excel may change, affecting how formulas are input.",b
0zQmSIstt6o,https://www.youtube.com/watch?v=0zQmSIstt6o,Business,investment,Domain Expertise,Why would you add costs such as taxes or travel to the 'cost of investment' column instead of a separate column?,To ensure these costs are excluded from the final ROI calculation,To maintain simplicity and avoid affecting the final value of the investment,To ensure all associated costs are accounted for in the ROI percentage change,It minimizes potential errors when interpreting the Excel data,c
hwmtyFzysDM,https://www.youtube.com/watch?v=hwmtyFzysDM,Business,Trading,Counterfactual Thinking,"If the price did not experience a breakthrough and remained within the downward channel, what would have likely been the traders' approach?",Remain in a holding pattern until a breakout occurs,Implement risk management techniques for the existing downward trend,Abandon their current strategies and sell off their assets,Instantly inverse their strategies to anticipate a breakout,b
bTPte6tz-8Q,https://www.youtube.com/watch?v=bTPte6tz-8Q,Business,Trading,Explanation,Which concept is used as a metaphor for the stock market breakout in the video?,A rocket launch,A portal opening,A river flowing,A vehicle acceleration,b
